CD_UF,NM_UF,SG_UF,CD_MUNIC,NM_MUNIC,IDCQ0001,OCORRENCIA,CD_LQ,PREFIXO,NM_CQ,CD_AGLOM,NM_AGLOM,CD_TQ,NM_TQ,P_FCP,lat,long,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,652,1,3106507006521,COMUNIDADE QUILOMBOLA,BARRA DO RIBEIRÃO,7,COMUNIDADE QUILOMBOLA BARRA DO RIBEIRÃO,,,01420.012863/2016-17,-16.9250961665,-42.4474426546,,,,,,,,,,
29,BAHIA,BA,2930154,Serra do Ramalho,653,1,2930154006531,COMUNIDADE QUILOMBOLA,BARRA EMPUEIRA,,,,,,-13.2823279721,-43.4509725599,,,,,,,,,,
29,BAHIA,BA,2921708,Morro do Chapéu,654,1,2921708006541,COMUNIDADE QUILOMBOLA,BARRA I,,,,,,-11.5507513333,-41.1654213883,,,,,,,,,,
29,BAHIA,BA,2921708,Morro do Chapéu,655,2,2921708006552,COMUNIDADE QUILOMBOLA,BARRA II,,,,,01420.002312/2006-73,-11.5465036387,-41.1639226194,,,,,,,,,,
29,BAHIA,BA,2921708,Morro do Chapéu,655,1,2921708006551,COMUNIDADE QUILOMBOLA,BARRA II,23,COMUNIDADE QUILOMBOLA BARRA II,,,01420.002312/2006-73,-11.464549879,-41.1808561604284,,,,,,,,,,
22,PIAUÍ,PI,2201739,Betânia do Piauí,656,1,2201739006561,COMUNIDADE QUILOMBOLA,BARRA JUÁ,,,,,,-8.14529944439,-40.794739152,,,,,,,,,,
23,CEARÁ,CE,2308351,Milhã,657,1,2308351006571,COMUNIDADE QUILOMBOLA,BARRA JUAZEIRO,,,,,,-5.68604497216,-39.1235076673,,,,,,,,,,
26,PERNAMBUCO,PE,2612604,Santa Maria da Boa Vista,658,1,2612604006581,COMUNIDADE QUILOMBOLA,BARRA NOVA,113,COMUNIDADE QUILOMBOLA BARRA NOVA,,,,-8.8845268,-39.9145627152584,,,,,,,,,,
31,MINAS GERAIS,MG,3165552,Setubinha,659,1,3165552006591,COMUNIDADE QUILOMBOLA,BARRA SETUBAL,,,,,,-17.6777711943,-42.1626677063,,,,,,,,,,
21,MARANHÃO,MA,2103000,Caxias,660,1,2103000006601,COMUNIDADE QUILOMBOLA,BARRA TEREZA,42,COMUNIDADE QUILOMBOLA SÃO MIGUEL,,,,-4.64163723606,-42.9130234877,,,,,,,,,,
21,MARANHÃO,MA,2112407,Turiaçu,661,1,2112407006611,COMUNIDADE QUILOMBOLA,BARRACA,,,,,,-1.8664023611,-45.3076750973,,,,,,,,,,
21,MARANHÃO,MA,2106904,Monção,662,1,2106904006621,COMUNIDADE QUILOMBOLA,BARRADAS,13,BARRADAS,,,,-3.45452756939,-45.1530000573,,,,,,,,,,
27,ALAGOAS,AL,2700102,Água Branca,663,1,2700102006631,COMUNIDADE QUILOMBOLA,BARRADOS,,,,,,-9.2484746078826,-37.9073593613743,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,664,1,2105401006641,COMUNIDADE QUILOMBOLA,BARRAGEM AMORIM,,,,,,-3.51652499998,-44.24149,,,,,,,,,,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,665,1,3135456006651,COMUNIDADE QUILOMBOLA,BARRAGUEM,,,,,,-17.1691804721,-42.2290756797,,,,,,,,,,
42,SANTA CATARINA,SC,4212650,Pescaria Brava,666,1,4212650006661,COMUNIDADE QUILOMBOLA,BARRANCA,,,,,,-28.3596596664,-48.915735644,,,,,,,,,,
13,AMAZONAS,AM,1302603,Manaus,667,1,1302603006671,COMUNIDADE QUILOMBOLA,BARRANCO DE SÃO BENEDITO,,,,,01420.015560/2013-11,-3.12234976386,-60.0120181531,,,,,,,,,,
29,BAHIA,BA,2910859,Filadélfia,668,1,2910859006681,COMUNIDADE QUILOMBOLA,BARREIRA,4,COMUNIDADE QUILOMBOLA BARREIRAS,190,TIJUAÇU,01420.001217/2006-52,-10.6397552777,-40.1647589166,,,,,,,,,,
31,MINAS GERAIS,MG,3161106,São Francisco,669,1,3161106006691,COMUNIDADE QUILOMBOLA,BARREIRA,,,,,01420.001000/2005-61,-15.9658627777,-44.8608728611,,,,,,,,,,
21,MARANHÃO,MA,2101301,Bacuri,670,2,2101301006702,COMUNIDADE QUILOMBOLA,BARREIRA,,,,,01420.005285/2015-81,-1.7281587083,-45.1370595287,,,,,,,,,,
21,MARANHÃO,MA,2101301,Bacuri,670,1,2101301006701,COMUNIDADE QUILOMBOLA,BARREIRA,50,COMUNIDADE QUILOMBOLA BARREIRA,78,BARREIRA,01420.005285/2015-81,-1.73697471386,-45.1146578743,,,,,,,,,,
31,MINAS GERAIS,MG,3128006,Guanhães,671,1,3128006006711,COMUNIDADE QUILOMBOLA,BARREIRA,3,COMUNIDADE QUILOMBOLA BARREIRAS,,,01420.100055/2021-73,-18.9452839859,-42.9267440946,,,,,,,,,,
29,BAHIA,BA,2910859,Filadélfia,672,1,2910859006721,COMUNIDADE QUILOMBOLA,BARREIRA DA PEDRA,,,,,,-10.7441193055,-40.1316242195,,,,,,,,,,
29,BAHIA,BA,2910859,Filadélfia,673,1,2910859006731,COMUNIDADE QUILOMBOLA,BARREIRA DA PEDRA I E II,,,,,01420.102335/2018-11,-10.7458642914,-40.1329478025,,,,,,,,,,
29,BAHIA,BA,2910859,Filadélfia,673,2,2910859006732,COMUNIDADE QUILOMBOLA,BARREIRA DA PEDRA I E II,,,,,01420.102335/2018-11,-10.7816320832,-40.1807022376,,,,,,,,,,
21,MARANHÃO,MA,2109304,Presidente Vargas,674,1,2109304006741,COMUNIDADE QUILOMBOLA,BARREIRAS,,,,,,-3.36271938885,-43.9671379579,,,,,,,,,,
29,BAHIA,BA,2903201,Barreiras,675,1,2903201006751,COMUNIDADE QUILOMBOLA,BARREIRAS,,,,,,-12.1188494721,-45.0011268214,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,676,1,2105401006761,COMUNIDADE QUILOMBOLA,BARREIRAS,,,388,SANTA ROSA DOS PRETOS,01420.001382/2004-42,-3.28394836109,-44.3383669997,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,676,2,2105401006762,COMUNIDADE QUILOMBOLA,BARREIRAS,,,,,01420.001382/2004-42,-3.37903827775,-44.3456452357,,,,,,,,,,
25,PARAÍBA,PB,2504801,Coremas,677,1,2504801006771,COMUNIDADE QUILOMBOLA,BARREIRAS,,,,,01420.001197/2006-10,-7.0423849583,-38.0106688334,,,,,,,,,,
21,MARANHÃO,MA,2101202,Bacabal,678,1,2101202006781,COMUNIDADE QUILOMBOLA,BARREIRINHA,,,,,,-4.21507180552,-44.629756195,,,,,,,,,,
26,PERNAMBUCO,PE,2600203,Afrânio,679,1,2600203006791,COMUNIDADE QUILOMBOLA,BARREIRINHO,22,COMUNIDADE QUILOMBOLA BARREIRINHO,,,,-8.5169329,-41.0521212671259,,,,,,,,,,
31,MINAS GERAIS,MG,3110301,Caldas,680,1,3110301006801,COMUNIDADE QUILOMBOLA,BARREIRINHO,10,COMUNIDADE QUILOMBOLA BARREIRINHO,,,01420.004503/2016-41,-21.8581725033149,-46.3883160355541,,,,,,,,,,
31,MINAS GERAIS,MG,3136009,Joaíma,681,1,3136009006811,COMUNIDADE QUILOMBOLA,BARREIRINHO,2,COMUNIDADE QUILOMBOLA RURAL BARREIRINHO,,,01420.000075/2006-14,-16.7646157495,-41.1697028894,,,,,,,,,,
29,BAHIA,BA,2903235,Barro Alto,682,1,2903235006821,COMUNIDADE QUILOMBOLA,BARREIRINHO,9,COMUNIDADE QUILOMBOLA BARREIRINHO,,,01420.000630/2008-61,-11.8093804721,-41.9517064421,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,683,1,3135209006831,COMUNIDADE QUILOMBOLA,BARREIRINHO,,,,,01420.100786/2022-08,-15.4760910693,-44.4122123344,,,,,,,,,,
31,MINAS GERAIS,MG,3136009,Joaíma,681,2,3136009006812,COMUNIDADE QUILOMBOLA,BARREIRINHO,,,,,,-16.6618937082,-41.0174612487,,,,,,,,,,
29,BAHIA,BA,2932606,Urandi,684,1,2932606006841,COMUNIDADE QUILOMBOLA,BARREIRINHO, ÁGUA VERDE E CANUDOS,,,,,,-14.5784654026,-42.6497757969,,,,,,,,,
31,MINAS GERAIS,MG,3108503,Botumirim,685,1,3108503006851,COMUNIDADE QUILOMBOLA,BARREIRO,,,,,,-16.8724217776,-42.8447827597,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,686,1,2106805006861,COMUNIDADE QUILOMBOLA,BARREIRO,,,,,,-2.07698368049,-44.7887515135,,,,,,,,,,
51,MATO GROSSO,MT,5106505,Poconé,687,1,5106505006871,COMUNIDADE QUILOMBOLA,BARREIRO,,,,,,-15.7433937359,-56.4902270749,,,,,,,,,,
22,PIAUÍ,PI,2209955,São João da Varjota,688,1,2209955006881,COMUNIDADE QUILOMBOLA,BARREIRO,20,COMUNIDADE QUILOMBOLA BARREIRO,,,,-6.92722768826954,-41.8833566031688,,,,,,,,,,
26,PERNAMBUCO,PE,2603900,Carnaíba,689,1,2603900006891,COMUNIDADE QUILOMBOLA,BARREIRO,32,COMUNIDADE QUILOMBOLA BARREIRO,,,,-7.9308593,-37.7113736343625,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,690,1,3135209006901,COMUNIDADE QUILOMBOLA,BARREIRO,,,,,01420.009919/2012-22,-15.467394986,-44.4269391396,,,,,,,,,,
31,MINAS GERAIS,MG,3120300,Cristália,691,1,3120300006911,COMUNIDADE QUILOMBOLA,BARREIRO,3,COMUNIDADE QUILOMBOLA BARREIRO,,,01420.003091/2010-37,-16.8639189441154,-42.8298259682692,,,,,,,,,,
29,BAHIA,BA,2930766,Sítio do Quinto,692,1,2930766006921,COMUNIDADE QUILOMBOLA,BARREIRO,,,,,01420.003145/2014-98,-10.3331518878726,-38.0644975461683,,,,,,,,,,
29,BAHIA,BA,2924306,Piatã,693,1,2924306006931,COMUNIDADE QUILOMBOLA,BARREIRO,,,,,01420.004695/2012-62,-13.1758934999,-41.9322668628,,,,,,,,,,
51,MATO GROSSO,MT,5106109,Nossa Senhora do Livramento,694,1,5106109006941,COMUNIDADE QUILOMBOLA,BARREIRO,,,,,01420.001829/2005-64,-15.768732486,-56.4722041688,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,695,1,2100204006951,COMUNIDADE QUILOMBOLA,BARREIRO,145,COMUNIDADE QUILOMBOLA BARREIRO,221,ALCANTARA,01420.001033/2004-21,-2.42658151386,-44.5408440288,,,,,,,,,,
31,MINAS GERAIS,MG,3120300,Cristália,691,2,3120300006912,COMUNIDADE QUILOMBOLA,BARREIRO,,,,,01420.003091/2010-37,-16.7206614718,-42.8658907375,,,,,,,,,,
31,MINAS GERAIS,MG,3120300,Cristália,691,3,3120300006913,COMUNIDADE QUILOMBOLA,BARREIRO,,,,,01420.100369/2023-38,-16.7199024828913,-42.8735536420939,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,696,1,3135209006961,COMUNIDADE QUILOMBOLA,BARREIRO ALEGRE,,,,,,-15.3797283749,-44.2769260008,,,,,,,,,,
22,PIAUÍ,PI,2210607,São Raimundo Nonato,697,1,2210607006971,COMUNIDADE QUILOMBOLA,BARREIRO DA PEDRA,,,231,LAGOAS,,-9.20159318048,-42.7007944592,,,,,,,,,,
29,BAHIA,BA,2924306,Piatã,698,1,2924306006981,COMUNIDADE QUILOMBOLA,BARREIRO DE INUBIA,,,,,,-13.1445469444,-41.7815111673,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,699,1,3135209006991,COMUNIDADE QUILOMBOLA,BARREIRO DO ALEGRE,24,COMUNIDADE QUILOMBOLA BARREIRO DO ALEGRE,,,01420.100767/2023-54,-15.405793361,-44.2958671956,,,,,,,,,,
29,BAHIA,BA,2923704,Paratinga,700,1,2923704007001,COMUNIDADE QUILOMBOLA,BARREIRO GRANDE,,,,,,-12.5798076527,-43.1047549973,,,,,,,,,,
29,BAHIA,BA,2930154,Serra do Ramalho,701,2,2930154007012,COMUNIDADE QUILOMBOLA,BARREIRO GRANDE,,,,,01420.004841/2012-50,-13.7254616248,-43.6554808879,,,,,,,,,,
29,BAHIA,BA,2930154,Serra do Ramalho,701,1,2930154007011,COMUNIDADE QUILOMBOLA,BARREIRO GRANDE,23,COMUNIDADE QUILOMBOLA BARREIRO GRANDE,,,01420.004841/2012-50,-13.7652116924999,-43.5967158674936,,,,,,,,,,
31,MINAS GERAIS,MG,3112307,Capelinha,702,1,3112307007021,COMUNIDADE QUILOMBOLA,BARREIRO GRILO,,,,,01420.101261/2021-09,-17.5180346249,-42.5490370425,,,,,,,,,,
29,BAHIA,BA,2911303,Gentio do Ouro,703,1,2911303007031,COMUNIDADE QUILOMBOLA,BARREIRO PRETO,4,COMUNIDADE QUILOMBOLA BARREIRO PRETO,,,01420.000136/2006-35,-11.7083559444,-42.5914761102,,,,,,,,,,
29,BAHIA,BA,2933307,Vitória da Conquista,704,1,2933307007041,COMUNIDADE QUILOMBOLA,BARREIRO RIO PARDO,40,COMUNIDADE QUILOMBOLA BARREIRO DO RIO PARDO,393,BARREIRO DO RIO PARDO,01420.015960/2011-57,-15.4165851387,-40.9361697187,,,,,,,,,,
31,MINAS GERAIS,MG,3171030,Verdelândia,705,1,3171030007051,COMUNIDADE QUILOMBOLA,BARREIRO RIO VERDE,,,,,,-15.6142731526,-43.5992972386,,,,,,,,,,
29,BAHIA,BA,2907608,Central,706,1,2907608007061,COMUNIDADE QUILOMBOLA,BARREIROS,,,,,,-11.1356801527,-42.1059832917,,,,,,,,,,
29,BAHIA,BA,2932408,Uibaí,707,1,2932408007071,COMUNIDADE QUILOMBOLA,BARREIROS,,,,,,-11.3821666666,-42.0958766527,,,,,,,,,,
29,BAHIA,BA,2915353,Itaguaçu da Bahia,708,2,2915353007082,COMUNIDADE QUILOMBOLA,BARREIROS,,,,,,-11.0144362083,-42.3965192787,,,,,,,,,,
29,BAHIA,BA,2915353,Itaguaçu da Bahia,708,1,2915353007081,COMUNIDADE QUILOMBOLA,BARREIROS,8,COMUNIDADE QUILOMBOLA BARREIROS,,,01420.002908/2005-92,-11.1177029024,-42.3556594226,,,,,,,,,,
22,PIAUÍ,PI,2210607,São Raimundo Nonato,709,1,2210607007091,COMUNIDADE QUILOMBOLA,BARRERINHO,,,231,LAGOAS,,-9.18219812494,-42.7400259163,,,,,,,,,,
23,CEARÁ,CE,2313203,Tamboril,710,1,2313203007101,COMUNIDADE QUILOMBOLA,BARRIGUDA,,,,,,-4.81480245827,-40.1556253739,,,,,,,,,,
29,BAHIA,BA,2930808,Souto Soares,711,1,2930808007111,COMUNIDADE QUILOMBOLA,BARRIGUDA,,,,,,-12.0453759999,-41.701069403,,,,,,,,,,
29,BAHIA,BA,2921906,Mucugê,712,1,2921906007121,COMUNIDADE QUILOMBOLA,BARRIGUDA,3,COMUNIDADE QUILOMBOLA BARRIGUDA,,,01420.001275/2011-43,-12.7173987914,-41.5718077666,,,,,,,,,,
23,CEARÁ,CE,2309409,Novo Oriente,713,1,2309409007131,COMUNIDADE QUILOMBOLA,BARRIGUDA,20,COMUNIDADE QUILOMBOLA BARRIGUDA,,,01420.001795/2009-31,-5.60853979149,-40.7920916033,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,714,1,2105401007141,COMUNIDADE QUILOMBOLA,BARRIGUDA,6,COMUNIDADE QUILOMBOLA BARRIGUDA,,,01420.012778/2014-97,-3.32508443048,-44.3252083319,,,,,,,,,,
29,BAHIA,BA,2901155,América Dourada,715,2,2901155007152,COMUNIDADE QUILOMBOLA,BARRIGUDA DOS BIDÓS,8,COMUNIDADE QUILOMBOLA BARRIGUDA DOS BIDÓS,,,,-11.3736505999999,-41.4412346921952,,,,,,,,,,
29,BAHIA,BA,2901155,América Dourada,715,1,2901155007151,COMUNIDADE QUILOMBOLA,BARRIGUDA DOS BIDÓS,,,,,01420.003592/2013-66,-11.4415706944,-41.4263117634,,,,,,,,,,
29,BAHIA,BA,2918407,Juazeiro,716,1,2918407007161,COMUNIDADE QUILOMBOLA,BARRINHA,,,,,01420.103256/2018-27,-9.46354563877,-40.5522863215,,,,,,,,,,
29,BAHIA,BA,2903904,Bom Jesus da Lapa,717,1,2903904007171,COMUNIDADE QUILOMBOLA,BARRINHA,21,COMUNIDADE QUILOMBOLA BARRINHA,,,01420.001456/2006-11,-13.2559956943,-43.4362341404,,,,,,,,,,
22,PIAUÍ,PI,2211506,Vera Mendes,718,1,2211506007181,COMUNIDADE QUILOMBOLA,BARRINHA,,,,,01420.013605/2013-13,-7.64624002771,-41.5077278053,,,,,,,,,,
33,RIO DE JANEIRO,RJ,3304755,São Francisco de Itabapoana,719,1,3304755007191,COMUNIDADE QUILOMBOLA,BARRINHA,11,COMUNIDADE QUILOMBOLA BARRINHA,,,01420.001799/2011-34,-21.4279805553,-41.026830104,,,,,,,,,,
29,BAHIA,BA,2930154,Serra do Ramalho,720,1,2930154007201,COMUNIDADE QUILOMBOLA,BARRINHA DO SÃO FRANCISCO,,,,,,-13.2640326388,-43.4405864015,,,,,,,,,,
29,BAHIA,BA,2923704,Paratinga,721,1,2923704007211,COMUNIDADE QUILOMBOLA,BARRO,5,COMUNIDADE QUILOMBOLA BARRO,,,01420.016128/2013-30,-12.6174337638,-43.1653319447,,,,,,,,,,
29,BAHIA,BA,2923704,Paratinga,721,2,2923704007212,COMUNIDADE QUILOMBOLA,BARRO,5,COMUNIDADE QUILOMBOLA BARRO,,,01420.016128/2013-30,-12.5982123955,-43.1900272168198,,,,,,,,,,
29,BAHIA,BA,2903235,Barro Alto,722,1,2903235007221,COMUNIDADE QUILOMBOLA,BARRO ALTO,,,,,,-11.7626403749,-41.907851833,,,,,,,,,,
29,BAHIA,BA,2916104,Itaparica,723,1,2916104007231,COMUNIDADE QUILOMBOLA,BARRO BRANCO,,,,,,-12.9075690416,-38.6660308616,,,,,,,,,,
31,MINAS GERAIS,MG,3106309,Belo Oriente,724,1,3106309007241,COMUNIDADE QUILOMBOLA,BARRO BRANCO,,,,,,-19.2143140277,-42.4835535682,,,,,,,,,,
29,BAHIA,BA,2925758,Presidente Tancredo Neves,725,1,2925758007251,COMUNIDADE QUILOMBOLA,BARRO BRANCO,,,,,,-13.4675573333,-39.5099997636,,,,,,,,,,
29,BAHIA,BA,2924306,Piatã,726,1,2924306007261,COMUNIDADE QUILOMBOLA,BARRO BRANCO,,,,,,-12.8205022777,-41.8196808462,,,,,,,,,,
29,BAHIA,BA,2913101,Ibititá,727,1,2913101007271,COMUNIDADE QUILOMBOLA,BARRO DURO,17,COMUNIDADE QUILOMBOLA BARRO DURO,,,01420.002650/2009-58,-11.5530641248,-41.9745759876,,,,,,,,,,
29,BAHIA,BA,2918407,Juazeiro,728,1,2918407007281,COMUNIDADE QUILOMBOLA,BARRO PRETO,,,,,,-9.47458333329,-40.4988620139,,,,,,,,,,
29,BAHIA,BA,2918001,Jequié,729,1,2918001007291,COMUNIDADE QUILOMBOLA,BARRO PRETO,14,AGRUPAMENTO QUILOMBOLA BARRO PRETO,,,01420.000313/2007-64,-13.8485937494,-40.0918191158,,,,,,,,,,
27,ALAGOAS,AL,2700102,Água Branca,730,1,2700102007301,COMUNIDADE QUILOMBOLA,BARRO PRETO,19,COMUNIDADE QUILOMBOLA BARRO PRETO,,,01420.002212/2009-90,-9.29368854799995,-37.8878647238442,,,,,,,,,,
26,PERNAMBUCO,PE,2608453,Lagoa do Carro,731,1,2608453007311,COMUNIDADE QUILOMBOLA,BARRO PRETO,12,COMUNIDADE QUILOMBOLA BARRO PRETO,,,01420.001720/2009-51,-7.86353026383,-35.3363981813,,,,,,,,,,
31,MINAS GERAIS,MG,3158003,Santa Maria de Itabira,732,1,3158003007321,COMUNIDADE QUILOMBOLA,BARRO PRETO,1,COMUNIDADE QUILOMBOLA BARRO PRETO,,,01420.000989/2006-77,-19.4537153191,-43.0790082266,,,,,,,,,,
27,ALAGOAS,AL,2700102,Água Branca,730,2,2700102007302,COMUNIDADE QUILOMBOLA,BARRO PRETO,44,COMUNIDADE QUILOMBOLA BARRO PRETO 2,,,01420.002212/2009-90,-9.29462431809013,-37.8791548632975,,,,,,,,,,
29,BAHIA,BA,2912400,Ibipeba,733,1,2912400007331,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,,,,,,-11.5542695554,-42.2256848278,,,,,,,,,,
26,PERNAMBUCO,PE,2613107,São Caitano,734,1,2613107007341,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,42,COMUNIDADE QUILOMBOLA BARRO VERMELHO,,,,-8.2432565,-36.0986233975234,,,,,,,,,,
29,BAHIA,BA,2930758,Sítio do Mato,735,1,2930758007351,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,5,AGROVILA DO PA QUILOMBOLA BARRO VERMELHO,,,,-12.6970183730568,-43.3754547955,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4315503,Restinga Sêca,736,1,4315503007361,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,,,,,,-29.7656076388,-53.2993933889,,,,,,,,,,
21,MARANHÃO,MA,2103307,Codó,737,1,2103307007371,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,86,COMUNIDADE QUILOMBOLA BARRO VERMELHO,232,MATÕES DOS MOREIRA,,-4.72808458327,-44.1947585711,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,738,1,3135209007381,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,,,,,,-15.3397304998,-45.3035064406,,,,,,,,,,
21,MARANHÃO,MA,2112704,Vargem Grande,739,1,2112704007391,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,48,COMUNIDADE QUILOMBOLA BARRO VERMELHO,384,BARRO VERMELHO,01420.004409/2010-05,-3.61031816663,-43.6202875132,,,,,,,,,,
31,MINAS GERAIS,MG,3116159,Chapada Gaúcha,740,1,3116159007401,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,,,,,01420.002991/2009-23,-15.5053254165,-45.3993306381,,,,,,,,,,
22,PIAUÍ,PI,2207801,Paulistana,741,1,2207801007411,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,2,COMUNIDADE QUILOMBOLA BARRO VERMELHO,,,01420.010409/2012-06,-8.00193161094,-41.0178348584,,,,,,,,,,
29,BAHIA,BA,2906873,Capim Grosso,742,1,2906873007421,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,,,,,01420.000061/2014-01,-11.1908241665,-40.1348462788,,,,,,,,,,
29,BAHIA,BA,2920700,Maraú,743,1,2920700007431,COMUNIDADE QUILOMBOLA,BARRO VERMELHO,,,,,01420.002556/2006-56,-14.1655193471,-39.2739088309,,,,,,,,,,
29,BAHIA,BA,2917508,Jacobina,744,1,2917508007441,COMUNIDADE QUILOMBOLA,BARROCÃO,,,,,,-11.0262124999,-40.5654507222,,,,,,,,,,
26,PERNAMBUCO,PE,2602100,Bom Conselho,745,1,2602100007451,COMUNIDADE QUILOMBOLA,BARROCÃO,40,COMUNIDADE QUILOMBOLA BARROCÃO,,,,-9.17488885,-36.7547706946124,,,,,,,,,,
26,PERNAMBUCO,PE,2602100,Bom Conselho,745,2,2602100007452,COMUNIDADE QUILOMBOLA,BARROCÃO,,,,,01420.101535/2018-56,-9.17162056926,-36.6860358976,,,,,,,,,,
29,BAHIA,BA,2917508,Jacobina,746,1,2917508007461,COMUNIDADE QUILOMBOLA,BARROCÃO DE BAIXO,19,AGRUPAMENTO QUILOMBOLA BARROCÃO DE BAIXO,,,,-11.0306812498,-40.557476984,,,,,,,,,,
29,BAHIA,BA,2921401,Mirangaba,747,1,2921401007471,COMUNIDADE QUILOMBOLA,BARROCÃO DE CIMA,30,AGRUPAMENTO QUILOMBOLA BARROCÃO DE CIMA,,,,-11.0165746387,-40.541429942,,,,,,,,,,
29,BAHIA,BA,2917508,Jacobina,748,1,2917508007481,COMUNIDADE QUILOMBOLA,BARROCÃO VELHO,,,,,01420.000506/2015-25,-11.0505187637,-40.5127548486,,,,,,,,,,
29,BAHIA,BA,2918100,Jeremoabo,749,1,2918100007491,COMUNIDADE QUILOMBOLA,BARROCAS,,,,,,-10.0135843333,-38.3749585286,,,,,,,,,,
29,BAHIA,BA,2933307,Vitória da Conquista,750,1,2933307007501,COMUNIDADE QUILOMBOLA,BARROCAS,23,COMUNIDADE QUILOMBOLA BARROCAS,,,01420.013099/2013-54,-14.9887879855,-40.8206779652,,,,,,,,,,
29,BAHIA,BA,2906006,Campo Formoso,751,1,2906006007511,COMUNIDADE QUILOMBOLA,BARROCAS,48,COMUNIDADE QUILOMBOLA BARROCAS,,,01420.001242/2006-36,-10.2021513192,-40.992921465,,,,,,,,,,
21,MARANHÃO,MA,2108603,Pinheiro,752,1,2108603007521,COMUNIDADE QUILOMBOLA,BARROS,,,,,,-2.40523093054,-45.262858986,,,,,,,,,,
21,MARANHÃO,MA,2109205,Presidente Juscelino,753,1,2109205007531,COMUNIDADE QUILOMBOLA,BARROS,32,COMUNIDADE QUILOMBOLA BARROS,,,,-3.10947037497,-44.0485575424,,,,,,,,,,
29,BAHIA,BA,2905800,Camamu,754,1,2905800007541,COMUNIDADE QUILOMBOLA,BARROSO,,,,,01420.001412/2007-63,-14.056826236,-39.2802630037,,,,,,,,,,
23,CEARÁ,CE,2309607,Pacajus,755,1,2309607007551,COMUNIDADE QUILOMBOLA,BASE,4,COMUNIDADE QUILOMBOLA DA BASE,259,ALTO ALEGRE,,-4.14681033697284,-38.5045146515,,,,,,,,,,
23,CEARÁ,CE,2309607,Pacajus,755,2,2309607007552,COMUNIDADE QUILOMBOLA,BASE,,,259,ALTO ALEGRE,01420.001104/2006-57,-4.14866861108,-38.510955611,,,,,,,,,,
29,BAHIA,BA,2903904,Bom Jesus da Lapa,756,1,2903904007561,COMUNIDADE QUILOMBOLA,BATALHA,13,AGRUPAMENTO QUILOMBOLA RIBEIRINHO,,,,-13.6014545554,-43.4328135854,,,,,,,,,,
29,BAHIA,BA,2926806,Rio do Antônio,757,1,2926806007571,COMUNIDADE QUILOMBOLA,BATALHA,,,,,,-14.3393981666,-42.1237161935,,,,,,,,,,
21,MARANHÃO,MA,2105104,Icatu,758,1,2105104007581,COMUNIDADE QUILOMBOLA,BATALHA,,,,,01420.000533/2010-93,-2.71809043053,-43.9608224856,,,,,,,,,,
15,PARÁ,PA,1500206,Acará,759,1,1500206007591,COMUNIDADE QUILOMBOLA,BATATAL,,,,,,-1.5853534861,-48.3190877779,,,,,,,,,,
33,RIO DE JANEIRO,RJ,3301009,Campos dos Goytacazes,760,1,3301009007601,COMUNIDADE QUILOMBOLA,BATATAL,36,COMUNIDADE QUILOMBOLA BATATAL,,,01420.002164/2005-14,-21.820014972,-41.63977497,,,,,,,,,,
29,BAHIA,BA,2906204,Canarana,761,1,2906204007611,COMUNIDADE QUILOMBOLA,BATATAS,,,,,,-11.6852342222,-41.7698379167,,,,,,,,,,
29,BAHIA,BA,2913101,Ibititá,762,1,2913101007621,COMUNIDADE QUILOMBOLA,BATATAS,15,COMUNIDADE QUILOMBOLA LAGOA DOS BATATAS,,,01420.002649/2009-23, 01420.016373/2014-28,-11.6529818331,-41.8144277631,,,,,,,,,
29,BAHIA,BA,2929255,São Gabriel,763,1,2929255007631,COMUNIDADE QUILOMBOLA,BATATEIRA,,,,,,-11.0824439721,-41.5843563476,,,,,,,,,,
29,BAHIA,BA,2905404,Cairu,764,1,2905404007641,COMUNIDADE QUILOMBOLA,BATATEIRA,10,COMUNIDADE QUILOMBOLA BATATEIRA,504,BATATEIRA,01420.003055/2009-30,-13.4851763193,-38.9616589163,,,,,,,,,,
